"opportunity_id","lead_id","opportunity_name","status","created_at"
"11964","23760","Opportunity for Alan Johnson","Open","2025-04-17 11:57:10.358298"
"11965","23762","Opportunity for Crystal Andrews","Open","2025-05-02 09:29:48.250028"
"11966","23763","Opportunity for James Peterson","Closed Lost","2025-04-26 22:24:14.737471"
"11967","23768","Opportunity for Jeffrey Mueller","Open","2025-04-16 03:05:16.135212"
"11968","23769","Opportunity for Riley Jackson","Closed Won","2025-04-23 12:40:44.002653"
"11969","23770","Opportunity for Matthew Mccarty","Closed Lost","2025-04-30 04:19:56.800232"
"11970","23774","Opportunity for Sarah Nelson","Open","2025-04-18 05:49:21.669169"
"11971","23775","Opportunity for Christine May","Closed Won","2025-04-10 23:28:21.610752"
"11972","23776","Opportunity for Susan Taylor","Open","2025-04-16 04:29:17.586065"
"11973","23777","Opportunity for Angela Barron","Open","2025-04-15 11:00:33.603106"
"11974","23778","Opportunity for Christopher Ellis","Closed Lost","2025-04-18 11:13:44.392441"
"11975","23779","Opportunity for Robert Campbell","Closed Lost","2025-04-21 05:42:45.353374"
"11976","23781","Opportunity for Tammy Murphy","Closed Lost","2025-04-19 03:59:28.315693"
"11977","23782","Opportunity for Charles Warner","Open","2025-04-13 07:09:58.723987"
"11978","23786","Opportunity for Victoria Harris","Open","2025-04-15 10:19:24.956773"
"11979","23789","Opportunity for Joseph Torres","Closed Lost","2025-04-16 23:29:59.084652"
"11980","23793","Opportunity for Tim James","Open","2025-04-19 00:03:10.352698"
"11981","23794","Opportunity for Adam Sharp","Open","2025-04-27 17:46:20.883123"
"11982","23795","Opportunity for Dustin Yates","Closed Won","2025-04-22 20:19:58.149005"
"11983","23798","Opportunity for Brian Dixon","Open","2025-04-22 22:44:50.513799"
"11984","23800","Opportunity for Emily Sloan","Closed Lost","2025-04-26 21:25:55.517095"
"11985","23802","Opportunity for Zachary Hall","Closed Lost","2025-09-05 16:02:22.492668"
"11986","23803","Opportunity for Elizabeth Berry","Closed Won","2025-08-28 01:50:27.123227"
"11987","23804","Opportunity for Melissa Lowe","Closed Lost","2025-09-22 19:32:03.860307"
"11988","23806","Opportunity for Kathleen Estrada","Closed Won","2025-07-29 12:34:08.200591"
"11989","23807","Opportunity for Katherine Robinson","Closed Won","2025-07-31 02:40:12.328201"
"11990","23809","Opportunity for Bruce Gibbs","Closed Lost","2025-09-25 22:20:20.568303"
"11991","23811","Opportunity for Cassandra Williams","Closed Won","2025-08-25 00:00:40.598028"
"11992","23814","Opportunity for Elizabeth Simmons","Open","2025-08-22 07:13:24.446696"
"11993","23815","Opportunity for Harold Thomas","Closed Won","2025-09-27 16:45:58.445779"
"11994","23816","Opportunity for David Brown","Open","2025-09-11 09:56:32.815005"
"11995","23818","Opportunity for Karen Smith","Closed Won","2025-08-18 21:33:27.843653"
"11996","23819","Opportunity for James Aguirre","Closed Lost","2025-10-13 03:02:53.470783"
"11997","23822","Opportunity for Kimberly Jones","Open","2025-09-21 23:56:37.475238"
"11998","23827","Opportunity for Patrick Davis","Closed Won","2025-10-18 20:41:51.359914"
"11999","23828","Opportunity for Peter Burgess","Open","2025-10-05 06:37:10.749024"
"12000","23830","Opportunity for David Allison","Closed Lost","2025-08-07 10:29:44.377590"
"12001","23831","Opportunity for Teresa Davis","Closed Won","2025-07-29 20:20:18.616626"
"12002","23834","Opportunity for Rachel Smith","Closed Lost","2025-09-30 10:28:31.591977"
"12003","23835","Opportunity for Jamie Kim","Open","2025-10-13 18:17:27.370331"
"12004","23838","Opportunity for Dylan Armstrong","Closed Won","2025-07-21 12:45:16.804820"
"12005","23840","Opportunity for Joshua Brooks","Closed Lost","2025-10-14 11:52:12.615244"
"12006","23843","Opportunity for Martin Moody","Open","2025-09-07 14:55:46.806495"
"12007","23845","Opportunity for Jeremy Roberson","Open","2025-09-02 21:16:31.825318"
"12008","23847","Opportunity for Joanne Small","Closed Lost","2025-09-13 11:43:29.490476"
"12009","23849","Opportunity for Shannon Page","Closed Lost","2025-10-11 19:40:28.664785"
"12010","23852","Opportunity for Ashley Francis","Closed Won","2025-10-04 15:29:34.162255"
"12011","23859","Opportunity for Amy Liu","Open","2025-09-02 22:09:52.211743"
"12012","23864","Opportunity for Ronald Hunter","Closed Lost","2025-10-12 05:35:33.476748"
"12013","23866","Opportunity for Gregory Smith","Closed Won","2025-08-01 02:06:46.759961"
"12014","23867","Opportunity for Nicholas Conley","Closed Won","2025-08-06 02:14:45.078182"
"12015","23868","Opportunity for Amanda Craig","Closed Won","2025-09-24 14:00:46.727942"
"12016","23869","Opportunity for Francisco Robinson","Closed Won","2025-08-17 15:23:22.193520"
"12017","23870","Opportunity for Carla Ferguson","Closed Won","2025-09-07 15:32:41.081081"
"12018","23872","Opportunity for Mary Aguirre","Closed Lost","2025-10-09 12:24:13.858865"
"12019","23873","Opportunity for Christopher Burton","Closed Won","2025-08-21 19:52:39.494614"
"12020","23874","Opportunity for Kelly Gordon","Closed Lost","2025-10-09 03:11:45.167106"
"12021","23875","Opportunity for Katelyn Smith","Closed Won","2025-09-06 00:11:15.391591"
"12022","23877","Opportunity for Steven Bennett","Closed Lost","2025-07-31 06:49:03.074876"
"12023","23878","Opportunity for Teresa Terry","Open","2025-09-21 15:59:49.692611"
"12024","23879","Opportunity for Mariah Lopez","Open","2025-08-06 15:35:40.305145"
"12025","23880","Opportunity for Cynthia Blankenship","Closed Lost","2025-07-25 15:19:30.733493"
"12026","23882","Opportunity for Laura Jones","Closed Won","2025-10-11 11:27:48.244621"
"12027","23884","Opportunity for Trevor Harris","Closed Won","2025-08-13 04:11:40.464161"
"12028","23886","Opportunity for Mark Benson","Open","2025-09-14 18:03:15.233196"
"12029","23887","Opportunity for Lori Rios","Closed Won","2025-09-14 10:07:37.776160"
"12030","23894","Opportunity for Cassandra Cummings","Closed Lost","2025-09-14 16:52:00.014523"
"12031","23896","Opportunity for John Lee","Closed Lost","2025-07-27 20:31:17.168539"
"12032","23897","Opportunity for Philip Ford","Closed Lost","2025-09-29 13:25:52.277546"
"12033","23900","Opportunity for Theresa Mullen","Open","2025-09-11 22:02:23.086015"
"12034","23902","Opportunity for Steven Carlson","Closed Lost","2025-06-04 22:06:13.273929"
"12035","23903","Opportunity for Jessica Green","Closed Won","2025-03-29 04:49:12.439796"
"12036","23907","Opportunity for Marcus Smith","Closed Won","2025-03-27 23:44:05.664078"
"12037","23911","Opportunity for Daniel Mckay","Closed Lost","2025-06-04 12:38:45.141660"
"12038","23912","Opportunity for Martin Phillips","Closed Lost","2025-03-27 23:22:30.888238"
"12039","23913","Opportunity for James Pugh","Closed Won","2025-06-04 12:39:07.594522"
"12040","23914","Opportunity for Justin Calderon","Open","2025-05-31 00:21:10.436233"
"12041","23918","Opportunity for Melissa Hall","Closed Won","2025-02-04 21:22:13.821158"
"12042","23919","Opportunity for Kristy Jones","Open","2025-05-06 22:55:33.680212"
"12043","23920","Opportunity for Bethany Snyder","Closed Lost","2025-06-24 00:24:42.803044"
"12044","23922","Opportunity for Angela Griffith","Closed Lost","2025-02-23 10:10:45.455506"
"12045","23925","Opportunity for Stephanie Burton","Closed Lost","2025-01-18 08:02:48.076269"
"12046","23926","Opportunity for Dustin Malone","Open","2025-06-04 05:50:41.431288"
"12047","23927","Opportunity for Eugene Stevens","Closed Lost","2025-06-02 11:49:10.454099"
"12048","23931","Opportunity for Whitney Parker","Closed Won","2025-05-18 08:19:23.124700"
"12049","23932","Opportunity for Dr. Jason Walsh","Closed Won","2025-05-11 19:04:24.699899"
"12050","23935","Opportunity for Carlos Kelley","Open","2025-03-26 20:51:49.576689"
"12051","23937","Opportunity for Terry King","Open","2025-03-25 14:57:43.976211"
"12052","23942","Opportunity for Melissa Stewart","Closed Won","2025-02-19 12:45:29.748195"
"12053","23943","Opportunity for Michael Smith","Closed Won","2025-01-18 06:14:38.690113"
"12054","23944","Opportunity for Robert Dean","Closed Lost","2025-02-12 01:41:20.351270"
"12055","23949","Opportunity for Katherine Klein","Closed Won","2025-04-25 08:50:42.163422"
"12056","23952","Opportunity for Jerry Logan","Closed Won","2025-02-20 23:08:23.702436"
"12057","23953","Opportunity for Maria Wade","Closed Lost","2025-04-16 04:36:36.442525"
"12058","23957","Opportunity for Justin Goodwin","Closed Lost","2025-05-16 04:26:23.810216"
"12059","23958","Opportunity for Edward Berry","Open","2025-03-22 13:34:52.792953"
"12060","23959","Opportunity for Erin Nielsen","Closed Lost","2025-01-22 21:00:06.197382"
"12061","23964","Opportunity for Aaron Jenkins","Open","2025-02-18 02:32:31.375989"
"12062","23969","Opportunity for Mary Wolfe","Closed Won","2025-05-25 10:17:32.742731"
"12063","23971","Opportunity for Kenneth Williams","Closed Lost","2025-03-20 23:46:58.126120"
"12064","23974","Opportunity for Michael Wolfe","Closed Won","2025-06-03 08:34:49.461032"
"12065","23976","Opportunity for Willie Walton","Closed Lost","2025-01-28 09:18:47.681082"
"12066","23979","Opportunity for Melissa Wood","Open","2025-04-07 12:50:58.118257"
"12067","23980","Opportunity for Kelly Smith","Open","2025-04-28 17:20:22.580164"
"12068","23982","Opportunity for Maria Mann","Closed Lost","2025-05-19 23:49:51.104714"
"12069","23985","Opportunity for Jeanette King","Closed Lost","2025-06-15 04:11:47.438877"
"12070","23986","Opportunity for Laura Fletcher","Open","2025-06-20 06:48:35.429154"
"12071","23987","Opportunity for Amy Coleman","Open","2025-06-20 05:10:16.709066"
"12072","23988","Opportunity for Kristina Jackson","Open","2025-06-20 01:08:13.232970"
"12073","23990","Opportunity for Tina Davis","Closed Won","2025-06-05 20:26:39.866265"
"12074","23992","Opportunity for Richard Hudson","Closed Lost","2025-04-30 06:58:12.444791"
"12075","23993","Opportunity for Dustin Arroyo","Closed Lost","2025-04-27 04:03:46.727669"
"12076","23996","Opportunity for Whitney Sanders","Closed Won","2025-01-30 05:54:15.260184"
"12077","23997","Opportunity for Mrs. Jane Mitchell DVM","Closed Lost","2025-05-24 20:05:27.228331"
"12078","23998","Opportunity for Christina Clements","Open","2025-03-12 17:31:37.011153"
"12079","24001","Opportunity for David Williams","Closed Lost","2025-06-16 23:26:48.513890"
"12080","24002","Opportunity for Pamela Padilla","Closed Won","2025-06-19 23:26:48.169594"
"12081","24003","Opportunity for Michael Bond","Closed Won","2025-06-21 23:26:48.769222"
"12082","24009","Opportunity for Brittany Lewis","Open","2025-06-17 23:26:48.942981"
"12083","24010","Opportunity for Anthony Lowe","Open","2025-06-14 23:26:48.117229"
"12084","24011","Opportunity for Margaret Taylor","Open","2025-06-16 23:26:48.460704"
"12085","24014","Opportunity for James Rivera","Closed Lost","2025-06-23 23:26:48.983079"
"12086","24015","Opportunity for Leslie Peck","Open","2025-06-14 23:26:48.484193"
"12087","24016","Opportunity for Jeffrey Bowman","Open","2025-06-22 23:26:48.128666"
"12088","24018","Opportunity for Wayne Miller","Closed Lost","2025-06-23 23:26:48.526279"
"12089","24019","Opportunity for Isaac Stewart","Open","2025-06-20 23:26:48.365914"
"12090","24021","Opportunity for Tonya Romero","Open","2025-06-17 23:26:48.785680"
"12091","24023","Opportunity for Nathan Ford","Closed Lost","2025-06-19 23:26:48.810357"
"12092","24026","Opportunity for Paula Terry","Closed Lost","2025-06-15 23:26:48.567207"
"12093","24027","Opportunity for Linda Frost","Open","2025-06-23 23:26:48.176990"
"12094","24028","Opportunity for Kimberly Davis","Closed Won","2025-06-16 23:26:48.157995"
"12095","24030","Opportunity for Randy Morton","Open","2025-06-17 23:26:48.466237"
"12096","24032","Opportunity for Gary Barr","Closed Lost","2025-06-22 23:26:48.006683"
"12097","24033","Opportunity for Gabriella Bailey","Closed Won","2025-06-14 23:26:48.308819"
"12098","24034","Opportunity for Robert Miller","Open","2025-06-16 23:26:48.909039"
"12099","24036","Opportunity for Amber Johnson","Closed Lost","2025-06-22 23:26:48.464943"
"12100","24040","Opportunity for Micheal Thompson","Closed Won","2025-06-19 23:26:48.132676"
"12101","24042","Opportunity for Samantha Conley","Closed Lost","2025-06-16 23:26:48.386874"
"12102","24043","Opportunity for Shelby Branch","Closed Won","2025-06-17 23:26:48.325410"
"12103","24044","Opportunity for Zachary Smith","Closed Lost","2025-06-16 23:26:48.718876"
"12104","24046","Opportunity for Rachel Parker","Open","2025-06-21 23:26:48.401262"
"12105","24048","Opportunity for Lauren Parker","Closed Lost","2025-06-15 23:26:48.311198"
"12106","24049","Opportunity for Jesse Martin","Closed Lost","2025-06-14 23:26:48.114073"
"12107","24050","Opportunity for Latoya Lee","Open","2025-06-19 23:26:48.242254"
"12108","24051","Opportunity for Timothy Reeves","Closed Lost","2025-06-14 23:26:48.066364"
"12109","24053","Opportunity for Brittany Hale","Open","2025-06-16 23:26:48.021943"
"12110","24055","Opportunity for William Irwin","Open","2025-06-20 23:26:48.827937"
"12111","24057","Opportunity for Andrew Mitchell","Closed Won","2025-06-19 23:26:48.241023"
"12112","24059","Opportunity for Billy Collier","Closed Lost","2025-06-21 23:26:48.692880"
"12113","24061","Opportunity for Richard Hicks","Closed Lost","2025-06-20 23:26:48.426656"
"12114","24063","Opportunity for Amy Bryant","Open","2025-06-15 23:26:48.015631"
"12115","24067","Opportunity for Larry Hicks","Open","2025-06-15 23:26:48.126614"
"12116","24068","Opportunity for Christopher Oliver","Closed Won","2025-06-19 23:26:48.910940"
"12117","24071","Opportunity for Gabriella Bowen","Closed Won","2025-06-20 23:26:48.255017"
"12118","24073","Opportunity for Gary Salazar MD","Closed Won","2025-06-22 23:26:48.998283"
"12119","24075","Opportunity for Sara Harrison","Open","2025-06-20 23:26:48.793916"
"12120","24077","Opportunity for Jennifer Flores","Closed Lost","2025-06-20 23:26:48.571971"
"12121","24078","Opportunity for Christina Coleman","Closed Won","2025-06-22 23:26:48.437423"
"12122","24080","Opportunity for Eric Martinez","Closed Won","2025-06-20 23:26:48.188549"
"12123","24081","Opportunity for Elizabeth Soto","Closed Lost","2025-06-19 23:26:48.264734"
"12124","24082","Opportunity for Darlene Mcpherson","Closed Lost","2025-06-15 23:26:48.780713"
"12125","24085","Opportunity for Tonya Kramer","Closed Lost","2025-06-22 23:26:48.253376"
"12126","24087","Opportunity for Raymond Gibson","Closed Won","2025-06-21 23:26:48.674994"
"12127","24088","Opportunity for Morgan Lee","Closed Won","2025-06-20 23:26:48.870180"
"12128","24089","Opportunity for Margaret Carlson","Closed Lost","2025-06-16 23:26:48.958393"
"12129","24091","Opportunity for Rachael Tyler","Closed Won","2025-06-14 23:26:48.057560"
"12130","24093","Opportunity for Clayton Griffin","Closed Won","2025-06-23 23:26:48.678483"
"12131","24094","Opportunity for Marc Sampson","Closed Lost","2025-06-23 23:26:48.893922"
"12132","24095","Opportunity for Amy Blair","Closed Lost","2025-06-21 23:26:48.482814"
"12133","24096","Opportunity for Emily Bradley","Open","2025-06-23 23:26:48.072315"
"12134","24097","Opportunity for John Johnson","Closed Won","2025-06-15 23:26:48.605452"
"12135","24099","Opportunity for Gina Frazier","Closed Won","2025-06-19 23:26:48.459978"
"12136","24102","Opportunity for Malik Henderson","Closed Lost","2025-07-22 18:07:53.517457"
"12137","24104","Opportunity for Joel Mcdonald","Open","2025-07-18 18:07:53.980845"
"12138","24105","Opportunity for Emily Watts","Closed Won","2025-07-22 18:07:53.540091"
"12139","24106","Opportunity for John Hernandez","Closed Lost","2025-07-19 18:07:53.795403"
"12140","24108","Opportunity for Debra Smith","Closed Won","2025-07-23 18:07:53.113402"
"12141","24111","Opportunity for Nathan Parsons","Closed Lost","2025-07-23 18:07:53.847520"
"12142","24112","Opportunity for Shelly Morgan","Closed Lost","2025-07-22 18:07:53.286309"
"12143","24114","Opportunity for Jennifer Reid","Closed Won","2025-07-23 18:07:53.880306"
"12144","24117","Opportunity for Daniel Boyd","Closed Lost","2025-07-20 18:07:53.416983"
"12145","24119","Opportunity for Eric Parker","Open","2025-07-27 18:07:53.306625"
"12146","24120","Opportunity for Joshua Harrington","Open","2025-07-25 18:07:53.615180"
"12147","24122","Opportunity for Krystal Logan","Closed Won","2025-07-22 18:07:53.306184"
"12148","24123","Opportunity for James Townsend","Closed Won","2025-07-22 18:07:53.002575"
"12149","24126","Opportunity for Erika Carr","Closed Won","2025-07-23 18:07:53.338370"
"12150","24127","Opportunity for Anne Mendoza","Open","2025-07-25 18:07:53.289588"
"12151","24128","Opportunity for Morgan Bruce","Closed Won","2025-07-19 18:07:53.810294"
"12152","24129","Opportunity for Matthew Morrison","Closed Won","2025-07-27 18:07:53.000059"
"12153","24130","Opportunity for Steven Ewing","Closed Lost","2025-07-22 18:07:53.574877"
"12154","24132","Opportunity for Miguel Cooper","Closed Won","2025-07-18 18:07:53.718547"
"12155","24133","Opportunity for Jeffrey Mccoy","Closed Lost","2025-07-25 18:07:53.804900"
"12156","24135","Opportunity for Aaron Powers","Open","2025-07-23 18:07:53.034062"
"12157","24136","Opportunity for Kayla Wheeler","Closed Won","2025-07-24 18:07:53.853249"
"12158","24140","Opportunity for Raymond Colon","Closed Lost","2025-07-22 18:07:53.901830"
"12159","24141","Opportunity for Danielle Alvarez","Closed Lost","2025-07-25 18:07:53.606910"
"12160","24143","Opportunity for Brittany Thornton","Closed Won","2025-07-27 18:07:53.998172"
"12161","24147","Opportunity for Courtney Fletcher","Closed Lost","2025-07-19 18:07:53.021702"
"12162","24148","Opportunity for Glenda Gonzalez","Open","2025-07-23 18:07:53.654945"
"12163","24150","Opportunity for William Hughes","Closed Won","2025-07-24 18:07:53.549351"
"12164","24153","Opportunity for Jennifer Castro","Closed Lost","2025-07-27 18:07:53.714665"
"12165","24155","Opportunity for Erica Harris","Open","2025-07-24 18:07:53.080451"
"12166","24156","Opportunity for David Pierce","Open","2025-07-18 18:07:53.395127"
"12167","24159","Opportunity for James Rowe","Open","2025-07-26 18:07:53.971617"
"12168","24162","Opportunity for Patricia Campos","Closed Won","2025-07-24 18:07:53.710225"
"12169","24163","Opportunity for Michelle Galvan","Closed Lost","2025-07-19 18:07:53.077200"
"12170","24166","Opportunity for Joanna Duncan","Open","2025-07-23 18:07:53.241313"
"12171","24167","Opportunity for Cathy Baker","Closed Lost","2025-07-23 18:07:53.814716"
"12172","24169","Opportunity for Jamie Meadows","Closed Lost","2025-07-20 18:07:53.358763"
"12173","24170","Opportunity for Cheryl Woodard","Closed Won","2025-07-27 18:07:53.277211"
"12174","24171","Opportunity for Daniel Johnson","Closed Lost","2025-07-26 18:07:53.491106"
"12175","24172","Opportunity for David Singh","Closed Lost","2025-07-24 18:07:53.067575"
"12176","24175","Opportunity for Jason Lowe","Closed Won","2025-07-21 18:07:53.099105"
"12177","24176","Opportunity for Emily Brown","Open","2025-07-22 18:07:53.505956"
"12178","24177","Opportunity for Jason Garcia","Closed Lost","2025-07-25 18:07:53.489609"
"12179","24179","Opportunity for Bradley Weaver","Closed Lost","2025-07-26 18:07:53.722217"
"12180","24181","Opportunity for Jeremy Nunez","Open","2025-07-19 18:07:53.592483"
"12181","24183","Opportunity for Howard Summers","Open","2025-07-21 18:07:53.247893"
"12182","24187","Opportunity for Sarah George","Open","2025-07-27 18:07:53.782039"
"12183","24190","Opportunity for Sandy Mendoza","Closed Won","2025-07-27 18:07:53.732608"
"12184","24191","Opportunity for Sarah Hernandez","Closed Won","2025-07-23 18:07:53.184014"
"12185","24192","Opportunity for Christine Washington","Closed Lost","2025-07-24 18:07:53.072133"
"12186","24193","Opportunity for Manuel Estrada","Closed Lost","2025-07-22 18:07:53.088080"
"12187","24196","Opportunity for Nathaniel Thompson","Closed Lost","2025-07-21 18:07:53.339989"
"12188","24197","Opportunity for Kim Hines","Open","2025-07-20 18:07:53.687754"
"12189","24199","Opportunity for Kathleen Vazquez","Closed Lost","2025-07-24 18:07:53.194432"
"12190","24200","Opportunity for Jacob Horn","Closed Won","2025-07-22 18:07:53.545928"
"12191","24205","Opportunity for Susan Smith","Open","2025-09-01 08:23:00.006057"
"12192","24206","Opportunity for Jeffrey Bryan","Closed Lost","2025-08-22 03:44:36.694141"
"12193","24209","Opportunity for Charles Leach","Closed Lost","2025-05-30 19:43:23.369130"
"12194","24210","Opportunity for Andrew Sullivan","Closed Won","2025-08-07 07:47:53.564588"
"12195","24212","Opportunity for David White","Closed Lost","2025-07-27 08:01:59.500076"
"12196","24215","Opportunity for Ronald Brown","Open","2025-10-09 13:16:44.841197"
"12197","24217","Opportunity for Nancy Dean","Closed Lost","2025-09-04 06:57:45.209797"
"12198","24218","Opportunity for Tonya Roy MD","Closed Lost","2025-10-24 10:49:37.176054"
"12199","24219","Opportunity for Lynn George","Closed Lost","2025-10-06 15:48:02.400547"
"12200","24222","Opportunity for Larry James","Closed Lost","2025-07-28 02:15:23.722652"
"12201","24224","Opportunity for Chelsea Warner","Closed Won","2025-08-18 02:56:30.120820"
"12202","24225","Opportunity for Kevin Morton","Open","2025-06-24 14:53:49.253677"
"12203","24228","Opportunity for Julia Campbell","Closed Lost","2025-08-02 09:40:23.805777"
"12204","24229","Opportunity for Alexandria Garcia","Closed Won","2025-09-09 05:28:22.056938"
"12205","24231","Opportunity for Don Rice","Closed Lost","2025-05-18 19:52:33.679540"
"12206","24241","Opportunity for Catherine Novak","Closed Won","2025-07-23 13:15:44.080519"
"12207","24242","Opportunity for Zachary Soto","Closed Lost","2025-09-10 23:55:17.781839"
"12208","24243","Opportunity for Judy Waters","Open","2025-07-06 14:58:55.058921"
"12209","24244","Opportunity for Rachel Adams","Open","2025-08-26 00:51:21.598032"
"12210","24245","Opportunity for Meredith Mckinney","Closed Lost","2025-07-23 07:39:59.469986"
"12211","24247","Opportunity for Lynn Rose","Open","2025-07-04 06:01:31.457853"
"12212","24248","Opportunity for Michael Sosa","Closed Lost","2025-07-27 03:13:10.890561"
"12213","24249","Opportunity for Rebecca Myers","Open","2025-09-12 02:02:37.182358"
"12214","24250","Opportunity for Brian Brock","Closed Won","2025-09-16 18:56:21.976214"
"12215","24251","Opportunity for Matthew Yates","Closed Lost","2025-05-20 18:51:23.335323"
"12216","24252","Opportunity for James Padilla","Open","2025-09-06 18:31:27.041055"
"12217","24254","Opportunity for Timothy Moody","Closed Lost","2025-05-17 20:36:38.485751"
"12218","24257","Opportunity for Jason Calderon","Open","2025-06-24 03:49:43.047555"
"12219","24260","Opportunity for Barbara Mitchell","Open","2025-11-02 22:28:32.352582"
"12220","24262","Opportunity for Bailey Gutierrez","Closed Lost","2025-11-09 17:13:27.265539"
"12221","24263","Opportunity for Claire Erickson","Open","2025-10-16 19:44:00.967548"
"12222","24264","Opportunity for Mary Francis","Open","2025-06-24 13:14:56.687907"
"12223","24265","Opportunity for Brandon Morrison","Closed Lost","2025-09-01 21:56:40.797733"
"12224","24268","Opportunity for Susan Davis","Closed Won","2025-10-07 04:55:26.482500"
"12225","24272","Opportunity for Jason Dunn","Closed Lost","2025-05-09 10:41:43.111722"
"12226","24273","Opportunity for Richard Bennett","Open","2025-06-24 20:49:15.977443"
"12227","24276","Opportunity for Elizabeth Kelly","Closed Lost","2025-08-24 22:53:57.893344"
"12228","24280","Opportunity for Amanda Gonzalez","Closed Lost","2025-07-31 23:13:04.204640"
"12229","24281","Opportunity for Elizabeth Hall","Closed Won","2025-05-27 02:44:39.894627"
"12230","24284","Opportunity for Dr. Brandi King","Closed Won","2025-07-12 21:44:43.416712"
"12231","24285","Opportunity for Mary Brown","Open","2025-08-06 04:11:22.099259"
"12232","24286","Opportunity for Lisa Hernandez","Closed Won","2025-11-17 15:00:02.848471"
"12233","24287","Opportunity for Mr. Robert Miller MD","Open","2025-05-18 09:30:01.094047"
"12234","24289","Opportunity for Nicole Douglas","Closed Lost","2025-11-10 15:32:33.564548"
"12235","24290","Opportunity for Megan Garcia","Open","2025-10-30 05:16:56.783608"
"12236","24291","Opportunity for Charles Garcia","Open","2025-09-01 06:13:27.419039"
"12237","24294","Opportunity for Jessica Jones","Closed Lost","2025-11-14 10:06:04.297717"
"12238","24296","Opportunity for Carol Zuniga","Closed Lost","2025-08-23 13:22:51.835025"
"12239","24298","Opportunity for Tracy Phillips","Closed Won","2025-08-28 21:57:07.766832"
"12240","24300","Opportunity for Danielle Young","Closed Won","2025-10-14 22:13:07.147995"
"12241","24301","Opportunity for Marco Hardy","Closed Won","2025-03-01 06:39:29.408720"
"12242","24304","Opportunity for Mark Rogers","Closed Won","2025-01-24 18:12:45.355539"
"12243","24307","Opportunity for Tara Park","Closed Won","2025-02-26 09:58:33.198428"
"12244","24308","Opportunity for Christopher Atkinson","Open","2025-02-22 12:22:57.154122"
"12245","24309","Opportunity for Russell Coleman","Closed Lost","2025-01-14 17:35:33.353564"
"12246","24313","Opportunity for Wayne Roberts","Open","2025-01-25 17:16:40.252234"
"12247","24315","Opportunity for Bryan Alexander","Closed Lost","2025-01-15 07:50:27.026320"
"12248","24318","Opportunity for Brittany Thomas","Open","2025-01-23 22:33:39.170914"
"12249","24319","Opportunity for Lacey Martinez","Open","2025-01-20 22:16:08.927937"
"12250","24320","Opportunity for Jacob Clark","Closed Won","2025-02-01 02:26:59.391128"
"12251","24324","Opportunity for Christopher Bowers","Closed Lost","2025-02-04 12:33:54.828938"
"12252","24328","Opportunity for Richard Young MD","Open","2025-01-11 20:02:24.375709"
"12253","24329","Opportunity for Erin Lopez","Closed Won","2025-02-20 14:37:18.427885"
"12254","24330","Opportunity for Jessica Stephenson","Closed Won","2025-02-03 07:47:26.161448"
"12255","24333","Opportunity for Lori Johnson","Closed Won","2025-02-20 07:58:09.194614"
"12256","24335","Opportunity for Heather Martin","Open","2025-01-14 22:24:29.580972"
"12257","24336","Opportunity for Jonathan Scott","Closed Lost","2025-01-09 15:56:40.004649"
"12258","24337","Opportunity for Scott Dunlap","Open","2025-03-03 07:07:43.273590"
"12259","24338","Opportunity for Cheryl Griffin","Closed Lost","2025-03-13 07:18:18.988099"
"12260","24341","Opportunity for Mr. Mitchell Clarke","Closed Lost","2025-02-26 18:56:16.813397"
"12261","24342","Opportunity for Brenda Stokes","Open","2025-03-10 00:25:07.372800"
"12262","24343","Opportunity for Michael Bryant","Open","2025-02-19 07:02:05.796816"
"12263","24344","Opportunity for Jessica Porter","Open","2025-03-06 20:32:18.008207"
"12264","24346","Opportunity for Teresa Rush","Closed Lost","2025-02-01 23:08:06.589854"
"12265","24347","Opportunity for Erica Morgan","Closed Lost","2025-03-11 17:37:16.447398"
"12266","24348","Opportunity for Timothy Wilkinson","Closed Lost","2025-02-02 15:48:04.822728"
"12267","24350","Opportunity for Jennifer Foster","Open","2025-02-17 02:34:52.713968"
"12268","24352","Opportunity for Lydia Harrington","Closed Won","2025-02-06 18:00:22.857788"
"12269","24353","Opportunity for Julia Roberson","Closed Lost","2025-02-13 11:37:51.200705"
"12270","24354","Opportunity for Austin Brandt","Closed Lost","2025-02-21 23:20:43.255387"
"12271","24357","Opportunity for Heather Castro","Closed Won","2025-01-21 15:16:32.620031"
"12272","24361","Opportunity for Christopher Edwards","Closed Won","2025-02-16 17:02:12.649162"
"12273","24366","Opportunity for David Barnett","Closed Won","2025-01-14 03:44:12.789345"
"12274","24367","Opportunity for Chase Gilbert","Closed Won","2025-02-17 18:56:23.822934"
"12275","24368","Opportunity for Stephanie Johnson","Closed Won","2025-02-07 07:09:06.560687"
"12276","24370","Opportunity for Vincent James","Open","2025-01-20 21:28:19.372744"
"12277","24373","Opportunity for William Baldwin","Open","2025-02-01 07:44:27.233676"
"12278","24374","Opportunity for Andres Sanders","Open","2025-01-19 07:53:12.740323"
"12279","24376","Opportunity for Jill Walker","Open","2025-02-19 06:56:07.261497"
"12280","24379","Opportunity for Anthony Davis","Closed Won","2025-02-20 02:59:43.293194"
"12281","24380","Opportunity for Alison Grant","Closed Won","2025-01-27 10:52:41.694191"
"12282","24382","Opportunity for Kimberly Hamilton","Closed Won","2025-01-24 17:07:28.268417"
