"deal_id","opportunity_id","deal_name","amount","closed_at"
"3159","9648","Deal with Andrea Harrison","17041","2025-09-28 08:38:54.724572"
"3160","9653","Deal with Matthew Weaver","35155","2025-08-29 16:54:01.276945"
"3161","9656","Deal with Mackenzie Rose","49303","2025-09-16 16:19:16.157410"
"3162","9657","Deal with Andrew Jordan","17544","2025-10-05 23:36:45.033934"
"3163","9659","Deal with Teresa Bush","36516","2025-10-03 04:21:23.366174"
"3164","9660","Deal with Tina Stone","39404","2025-10-18 17:58:11.104005"
"3165","9661","Deal with Michael Wagner","47375","2025-08-06 10:09:31.025811"
"3166","9666","Deal with Dustin Sanders","34700","2025-08-22 18:41:38.597203"
"3167","9667","Deal with Nathan Morton","35515","2025-09-22 18:08:49.435322"
"3168","9670","Deal with Catherine Underwood","7584","2025-10-11 20:27:17.513115"
"3169","9671","Deal with Theresa Martin","47766","2025-11-07 08:58:57.527659"
"3170","9672","Deal with Angel Higgins","48734","2025-08-22 00:28:42.522658"
"3171","9674","Deal with Jesse Butler","48939","2025-06-28 02:26:05.624899"
"3172","9678","Deal with Patrick Hernandez","38364","2025-04-18 15:09:09.106204"
"3173","9680","Deal with Laura Lopez","46852","2025-07-11 06:02:11.275905"
"3174","9682","Deal with Brian Roberts","34754","2025-06-10 10:38:29.679092"
"3175","9689","Deal with Stephen Davis","39179","2025-06-05 05:20:54.548985"
"3176","9690","Deal with Kim Jones","35099","2025-08-21 23:33:34.041802"
"3177","9693","Deal with James Freeman","19915","2025-05-07 07:28:23.223830"
"3178","9700","Deal with Karen Smith","6318","2025-07-16 17:07:30.708653"
"3179","9701","Deal with Amanda Friedman","31588","2025-08-11 16:54:54.851117"
"3180","9703","Deal with Carrie Smith","5797","2025-08-04 05:06:34.550174"
"3181","9707","Deal with Denise Jackson","33972","2025-07-04 21:25:00.299036"
"3182","9709","Deal with Heather Johnston","25950","2025-05-29 11:17:22.493867"
"3183","9711","Deal with Tyler Perez","28597","2025-07-30 05:55:47.572138"
"3184","9715","Deal with Frederick Smith","31488","2025-06-19 10:38:43.509522"
"3185","9718","Deal with Francis Bryan","21073","2025-06-10 01:04:48.382726"
"3186","9719","Deal with Luis Manning","17440","2025-07-25 15:30:54.670689"
"3187","9720","Deal with Janet Turner","39393","2025-05-22 02:25:25.569429"
"3188","9722","Deal with Joanne Rojas","8982","2025-07-29 05:03:51.475534"
"3189","9727","Deal with Laurie Garrett","22801","2025-12-20 03:01:05.352026"
"3190","9729","Deal with Ana Gamble","28864","2025-08-16 03:33:06.189035"
"3191","9734","Deal with Bobby Ross","34935","2025-11-18 11:35:08.818038"
"3192","9737","Deal with Ruth Bradshaw","5108","2025-11-27 14:26:22.066300"
"3193","9738","Deal with Daniel Gibbs","17060","2025-08-01 21:00:59.534709"
"3194","9742","Deal with Ryan Dixon","35226","2025-09-09 10:00:08.441674"
"3195","9744","Deal with Ellen Johnson","19586","2025-09-08 20:13:14.505869"
"3196","9747","Deal with Tiffany Wyatt","36750","2025-07-21 08:48:11.820403"
"3197","9748","Deal with Karen Newman","21818","2025-08-07 11:39:09.188844"
"3198","9758","Deal with Evan Perez","9577","2025-07-13 21:25:19.814612"
"3199","9759","Deal with Mr. Travis Evans","27439","2025-10-19 09:23:52.330319"
"3200","9761","Deal with Amanda Reyes","18474","2025-12-25 02:05:52.859647"
"3201","9762","Deal with Richard Miller","26279","2025-07-22 02:48:22.384793"
"3202","9763","Deal with Marissa Reed","36451","2025-10-06 20:23:34.220022"
"3203","9766","Deal with Kevin Lewis","14891","2025-12-13 15:24:06.903615"
"3204","9773","Deal with Jeffrey Smith","8356","2025-06-23 10:14:39.011819"
"3205","9776","Deal with Sheila Huynh","41895","2025-07-11 17:13:55.439136"
"3206","9777","Deal with Alexander Kelley","21896","2025-05-23 19:49:10.465326"
"3207","9779","Deal with Justin Brown","19423","2025-05-08 20:37:42.759669"
"3208","9782","Deal with Derrick Harrison","41229","2025-06-19 11:13:45.256537"
"3209","9783","Deal with Kristina Marshall","40224","2025-05-24 11:20:53.981621"
"3210","9784","Deal with Angela Underwood","44930","2025-06-24 00:08:51.677624"
"3211","9785","Deal with Jacob Blake","28955","2025-06-29 23:25:07.988688"
"3212","9786","Deal with Melanie Gonzales","13958","2025-07-05 00:20:56.054104"
"3213","9788","Deal with Julie Gordon","16353","2025-07-03 09:47:21.575260"
"3214","9793","Deal with Jacqueline Roberts","39898","2025-05-05 11:50:59.117620"
"3215","9795","Deal with Heather Jackson MD","15825","2025-05-22 23:36:37.886155"
"3216","9796","Deal with Christopher Garcia","42703","2025-06-25 19:30:18.468823"
"3217","9797","Deal with Linda Key","23279","2025-07-26 02:11:50.508424"
"3218","9798","Deal with Chad Wise","20424","2025-07-13 17:56:34.217125"
"3219","9800","Deal with Sierra Martinez","42727","2025-07-06 05:26:28.577881"
"3220","9802","Deal with Stephanie Watson","32844","2025-05-24 17:13:40.160122"
"3221","9804","Deal with Bernard Smith","34749","2025-07-08 20:15:29.268393"
"3222","9805","Deal with Kathleen Allen","37449","2025-07-16 14:40:35.224632"
"3223","9814","Deal with Ronald Henderson","6110","2025-08-10 20:05:34.463813"
"3224","9817","Deal with Erica Vazquez","27097","2025-10-05 00:42:25.569837"
"3225","9820","Deal with Angela Tran","45989","2025-09-12 02:28:11.699431"
"3226","9823","Deal with Adam Peters","46059","2025-11-18 12:10:53.489780"
"3227","9825","Deal with Melissa Miller","8463","2025-10-10 16:02:54.741945"
"3228","9831","Deal with Stephanie Bennett","38350","2025-08-08 19:07:34.851286"
"3229","9834","Deal with Alyssa Ortiz","36892","2025-07-27 10:29:04.158672"
"3230","9835","Deal with Michael Grimes","28707","2025-09-26 03:52:30.347546"
"3231","9841","Deal with Kelsey Garcia","12149","2025-08-09 21:57:48.093145"
"3232","9847","Deal with Joseph Gonzalez","31910","2025-10-22 11:53:17.865045"
"3233","9848","Deal with Benjamin Mills","8344","2025-09-05 09:46:05.079357"
"3234","9850","Deal with Wendy Smith","31014","2025-07-31 00:44:21.980234"
"3235","9852","Deal with Robert Brown","9541","2025-09-18 10:53:03.315457"
"3236","9853","Deal with Linda Hampton","40825","2025-11-24 08:33:55.986336"
"3237","9854","Deal with Christopher Nash","41689","2025-10-15 06:15:52.735719"
"3238","9856","Deal with Janet Byrd","7913","2025-09-28 05:34:52.525381"
"3239","9860","Deal with Brandi Clements","44551","2025-11-10 06:32:18.745039"
"3240","9870","Deal with Eric Bowman","31621","2025-07-05 03:59:25.637546"
"3241","9872","Deal with Michelle Jones","20062","2025-07-19 03:59:25.538684"
"3242","9873","Deal with Mrs. Cheyenne Berg PhD","26853","2025-07-07 03:59:25.068564"
"3243","9875","Deal with Carrie Johnson","37809","2025-07-07 03:59:25.314242"
"3244","9877","Deal with David Wilson","24801","2025-07-14 03:59:25.052041"
"3245","9878","Deal with Brian Larson","49852","2025-07-14 03:59:25.032092"
"3246","9879","Deal with Karl Quinn","39232","2025-07-02 03:59:25.401282"
"3247","9881","Deal with Scott Doyle","34049","2025-07-11 03:59:25.058589"
"3248","9890","Deal with Katherine Anthony","17216","2025-07-15 03:59:25.575947"
"3249","9893","Deal with Brandon Shaw","42166","2025-07-17 03:59:25.521822"
"3250","9897","Deal with Jesus Harvey","6544","2025-07-16 03:59:25.846229"
"3251","9900","Deal with Kimberly Davis","31701","2025-07-05 03:59:25.243019"
"3252","9903","Deal with Gary Anthony","20068","2025-07-09 03:59:25.184219"
"3253","9904","Deal with Patrick Henson","6795","2025-07-16 03:59:25.317693"
"3254","9905","Deal with Jennifer Salinas","32527","2025-07-15 03:59:25.055387"
"3255","9907","Deal with April Manning","36719","2025-07-21 03:59:25.693802"
"3256","9911","Deal with James Olson","43425","2025-07-05 03:59:25.892693"
"3257","9915","Deal with William Matthews","38752","2025-09-07 07:28:11.191780"
"3258","9925","Deal with Paula Daniels","5245","2025-09-26 12:07:26.439327"
"3259","9926","Deal with Nicholas Kelly","7849","2025-10-06 03:16:38.977643"
"3260","9929","Deal with Robert Daniels","42148","2025-10-13 23:27:51.233366"
"3261","9931","Deal with Kimberly Thompson","47608","2025-08-06 18:26:33.972626"
"3262","9936","Deal with Charles Wilson","12100","2025-08-23 04:30:49.249321"
"3263","9939","Deal with Joseph Flynn","20704","2025-09-24 14:10:57.181990"
"3264","9942","Deal with Amanda Mckenzie","29912","2025-08-13 08:37:35.702565"
"3265","9948","Deal with Donald Lucas","17663","2025-10-08 03:54:38.005308"
"3266","9949","Deal with Ryan Martin MD","35974","2025-09-24 11:41:39.856195"
"3267","9954","Deal with Robert Heath","30657","2025-08-09 02:02:21.721777"
"3268","9955","Deal with Morgan Pham","40014","2025-09-11 09:20:28.457183"
"3269","9956","Deal with Jeffrey Hughes PhD","30074","2025-09-19 00:31:04.683670"
"3270","9964","Deal with Amy Smith","9972","2025-04-09 11:15:53.050822"
"3271","9965","Deal with Joshua Rogers","43449","2025-04-27 11:15:53.763427"
"3272","9969","Deal with Kara Stanley","30186","2025-04-18 11:15:53.394154"
"3273","9971","Deal with Jaime Bennett","20698","2025-04-12 11:15:53.352143"
"3274","9972","Deal with Diana Chen","25757","2025-04-11 11:15:53.438167"
"3275","9973","Deal with Carlos Shepard","42625","2025-04-16 11:15:53.619524"
"3276","9978","Deal with Veronica Bryan","9521","2025-04-16 11:15:53.905657"
"3277","9979","Deal with Tracy Stewart","20876","2025-04-25 11:15:53.803972"
"3278","9986","Deal with Stacy Kramer","44612","2025-04-08 11:15:53.927459"
"3279","9987","Deal with Breanna Greene","44746","2025-04-05 11:15:53.474303"
"3280","9988","Deal with Diane Powell","48346","2025-04-16 11:15:53.144583"
"3281","9989","Deal with Danielle Garcia","27465","2025-04-17 11:15:53.269342"
"3282","9990","Deal with Kristin Bennett","18349","2025-04-22 11:15:53.205610"
"3283","9991","Deal with Ruben Gray","11116","2025-04-26 11:15:53.745123"
"3284","9998","Deal with Ms. Melissa Wilson","38817","2025-04-06 11:15:53.492437"
"3285","10004","Deal with Zachary Ortiz","11274","2025-04-07 11:15:53.942633"
"3286","10008","Deal with Stephanie Morrow","14858","2025-04-23 11:15:53.941607"
"3287","10013","Deal with Barry Burns","46350","2025-04-16 11:15:53.453138"
"3288","10016","Deal with Benjamin West","44609","2025-06-26 17:53:50.371741"
"3289","10018","Deal with John Harrell","41241","2025-10-17 06:17:58.739762"
"3290","10019","Deal with James Whitaker","19704","2025-08-11 12:20:18.179386"
"3291","10021","Deal with Joseph Moyer","15244","2025-09-26 08:32:15.889075"
"3292","10023","Deal with Kenneth Greene","37776","2025-06-02 15:53:56.517013"
"3293","10024","Deal with Brian Kelly","7119","2025-09-09 02:43:46.126007"
"3294","10030","Deal with Eric Terrell","16405","2025-07-22 13:30:10.519184"
"3295","10031","Deal with Charles Collins","8796","2025-08-26 03:49:17.356079"
"3296","10032","Deal with Ashley Sullivan","44312","2025-06-25 10:28:37.929831"
"3297","10033","Deal with Joy Crawford","12977","2025-10-01 19:43:19.619523"
"3298","10034","Deal with Sarah Ortiz","48618","2025-09-17 15:13:57.356369"
"3299","10039","Deal with Austin Gomez","17843","2025-06-11 12:54:57.907298"
"3300","10042","Deal with Stephanie Jennings","33748","2025-10-24 02:42:31.568662"
"3301","10044","Deal with Nancy Brown","18440","2025-10-17 09:09:45.898911"
"3302","10045","Deal with Jesse Harrell","27002","2025-05-21 10:03:27.590413"
"3303","10046","Deal with Dr. Claudia Anderson DDS","8028","2025-08-31 09:53:15.085417"
"3304","10047","Deal with Sara Ruiz MD","41095","2025-06-18 20:03:58.924753"
"3305","10052","Deal with Chad Jones","48336","2025-07-11 11:45:13.741540"
"3306","10056","Deal with Timothy Greene","31608","2025-08-26 02:56:03.757430"
"3307","10063","Deal with Joseph Pacheco","39213","2025-10-16 20:39:28.177897"
"3308","10069","Deal with Sheila Choi","35677","2025-10-02 20:39:28.656336"
"3309","10071","Deal with Emily Reynolds","33653","2025-10-14 20:39:28.611169"
"3310","10074","Deal with Kevin Decker","32824","2025-10-13 20:39:28.829029"
"3311","10076","Deal with Nicholas Terry","21680","2025-10-16 20:39:28.667231"
"3312","10082","Deal with Christopher Dixon","43971","2025-09-29 20:39:28.546696"
"3313","10083","Deal with Andrea Ball","7656","2025-10-03 20:39:28.777789"
"3314","10088","Deal with Adam Snyder","48268","2025-10-02 20:39:28.599997"
"3315","10089","Deal with Mrs. Tina Moran","19337","2025-09-26 20:39:28.040307"
"3316","10091","Deal with Scott Page","38245","2025-10-05 20:39:28.873881"
"3317","10093","Deal with Lauren Lang","39610","2025-10-06 20:39:28.201717"
"3318","10095","Deal with Angela Martinez","44607","2025-09-24 20:39:28.668116"
"3319","10096","Deal with Shannon Hendrix","41871","2025-10-08 20:39:28.680912"
"3320","10098","Deal with Joshua Jackson","14344","2025-10-05 20:39:28.377185"
"3321","10103","Deal with Sandra Cordova","28096","2025-10-18 20:39:28.087056"
"3322","10107","Deal with Todd Little","31662","2025-10-14 20:39:28.766607"
"3323","10110","Deal with Kimberly Hunter","28335","2025-10-08 20:39:28.560605"
"3324","10111","Deal with Chad Singleton","40450","2025-10-01 20:39:28.869643"
"3325","10112","Deal with Timothy Galvan","30085","2025-10-10 20:39:28.740073"
"3326","10114","Deal with Kristina Porter","36641","2025-10-07 09:24:40.445924"
"3327","10116","Deal with Melissa Stuart","40801","2025-10-27 17:57:44.830324"
"3328","10131","Deal with Anna Parrish MD","15319","2025-10-22 21:11:18.964619"
"3329","10134","Deal with Danny Christian","29789","2025-10-12 14:40:57.482191"
"3330","10136","Deal with Stephanie Briggs","13136","2025-10-07 15:03:26.286360"
"3331","10137","Deal with Vicki Harris","30557","2025-10-21 00:53:19.183766"
"3332","10142","Deal with Eric Bell","41795","2025-10-05 04:39:58.680390"
"3333","10143","Deal with Cody Robinson","48682","2025-10-07 16:01:00.731384"
"3334","10144","Deal with Ronald Maxwell","25108","2025-11-06 03:16:42.628305"
"3335","10145","Deal with Heidi Trevino","5869","2025-10-14 18:23:00.825181"
"3336","10146","Deal with Stephanie Adams","17427","2025-10-09 06:21:55.216154"
"3337","10153","Deal with Tyler Wilson","16373","2025-10-20 22:05:20.728519"
"3338","10154","Deal with Stephanie Richardson","10291","2025-10-17 13:52:05.416895"
"3339","10155","Deal with Michele Howard","8349","2025-10-18 19:41:38.670655"
"3340","10163","Deal with Kenneth Reynolds","44681","2025-07-12 10:48:34.641303"
"3341","10164","Deal with Jonathan Schultz","15639","2025-06-27 10:48:34.900280"
"3342","10166","Deal with Mary Reed","14288","2025-07-02 10:48:34.410319"
"3343","10169","Deal with Bonnie Rodriguez DDS","46837","2025-07-15 10:48:34.867775"
"3344","10172","Deal with Amber Lopez","20149","2025-07-18 10:48:34.342019"
"3345","10182","Deal with Spencer Daniels","27294","2025-06-28 10:48:34.730395"
"3346","10189","Deal with Richard Riddle","45866","2025-07-02 10:48:34.361768"
"3347","10190","Deal with Barbara Robinson","28808","2025-06-24 10:48:34.773770"
"3348","10192","Deal with John Thompson","46665","2025-06-29 10:48:34.617772"
"3349","10194","Deal with Margaret Robinson","14928","2025-06-26 10:48:34.612160"
"3350","10196","Deal with Alexandria Mitchell","41491","2025-07-05 10:48:34.258758"
"3351","10198","Deal with Dwayne Stewart","21078","2025-07-10 10:48:34.486663"
"3352","10199","Deal with Pamela Anthony","32865","2025-07-06 10:48:34.383670"
"3353","10204","Deal with Kenneth Brown","11674","2025-07-04 10:48:34.938530"
"3354","10209","Deal with Christina Rivera","18614","2025-07-01 10:48:34.709264"
"3355","10210","Deal with Robert Mccormick","42900","2025-06-28 10:48:34.634638"
"3356","10215","Deal with Alan Jones","23451","2025-08-19 00:57:08.040236"
"3357","10216","Deal with Gregory Logan","38155","2025-09-10 01:52:13.000934"
"3358","10217","Deal with Terry Stewart","30032","2025-08-26 22:19:13.784024"
"3359","10220","Deal with Denise Anderson","40648","2025-08-29 04:36:03.202466"
"3360","10222","Deal with Donna Davis","18455","2025-09-07 11:18:36.287002"
"3361","10223","Deal with Kathryn Sweeney","9446","2025-08-10 16:36:05.315973"
"3362","10224","Deal with Roy Ferguson","23629","2025-09-05 03:52:59.239412"
"3363","10228","Deal with Shaun Page","33726","2025-08-15 13:00:07.098043"
"3364","10235","Deal with Joan Baker","11245","2025-08-20 12:14:09.643490"
"3365","10236","Deal with John Young","29906","2025-09-09 01:51:13.228635"
"3366","10242","Deal with Tina Mason","14800","2025-08-20 06:14:24.399334"
"3367","10243","Deal with Michael Beck","11939","2025-08-31 09:49:41.825438"
"3368","10248","Deal with Michael Lopez","25366","2025-08-30 03:49:34.866658"
"3369","10251","Deal with Kenneth Alvarez","5374","2025-09-06 22:01:53.757308"
"3370","10254","Deal with Joseph Anderson","34139","2025-08-26 19:59:54.582211"
"3371","10255","Deal with Jennifer Cantrell","23102","2025-08-17 10:12:58.271294"
"3372","10258","Deal with Mr. Nicholas James","23196","2025-08-24 13:43:15.507647"
"3373","10261","Deal with Carol Robinson","13208","2025-08-22 10:02:33.192249"
"3374","10263","Deal with Suzanne Miller","26727","2025-08-23 06:57:28.317968"
"3375","10264","Deal with Cory Pham","49288","2025-08-23 21:55:51.612766"
"3376","10266","Deal with Joshua Patel","34302","2025-05-15 14:09:44.446670"
"3377","10268","Deal with Stephanie Santos","37962","2025-02-04 16:49:47.559876"
"3378","10269","Deal with Christine Lee","18774","2025-02-05 14:15:30.519500"
"3379","10271","Deal with Dustin Lucas","36503","2025-05-23 15:26:26.609398"
"3380","10275","Deal with Lori Ruiz","37918","2025-05-23 00:05:01.894527"
"3381","10280","Deal with Brendan Martin","31569","2025-06-04 17:12:00.193273"
"3382","10284","Deal with Laura Mullins","48271","2025-04-18 09:03:19.809122"
"3383","10288","Deal with Joseph Gates","38913","2025-02-20 05:17:20.321708"
"3384","10292","Deal with Samantha Martin","32043","2025-04-10 11:13:36.639800"
"3385","10294","Deal with Heather Stevenson","43079","2025-02-13 21:34:13.257870"
"3386","10297","Deal with Sherry Morgan","19259","2025-04-04 06:27:27.212847"
"3387","10301","Deal with Elizabeth Garcia","21423","2025-03-22 15:19:07.698868"
"3388","10305","Deal with Richard Kim DDS","24277","2025-04-11 10:14:10.954353"
"3389","10306","Deal with Brandon Carter","35046","2025-06-28 10:33:08.447047"
"3390","10312","Deal with Jason Rodriguez","18271","2025-04-24 18:26:58.289141"
"3391","10314","Deal with Deanna Cruz","11471","2025-03-12 11:31:09.733889"
"3392","10316","Deal with Ashley Robinson","23702","2025-06-21 15:06:07.206322"
"3393","10318","Deal with Dean Barnett","12464","2025-04-27 07:58:39.480984"
"3394","10319","Deal with George Miller","7722","2025-04-10 08:11:48.635431"
"3395","10321","Deal with Stephen Long","42906","2025-02-17 01:07:52.303549"
"3396","10325","Deal with David Barnes","26998","2025-09-29 11:04:18.268552"
"3397","10326","Deal with Bobby Gonzalez","9811","2025-10-10 05:07:25.442916"
"3398","10327","Deal with Gina Brewer","37880","2025-08-29 23:34:55.372666"
"3399","10332","Deal with Michael Sanchez","40616","2025-09-19 08:55:10.484392"
"3400","10344","Deal with John Wilson","48450","2025-08-13 01:15:37.972674"
"3401","10348","Deal with David Savage","45953","2025-11-01 20:06:23.601710"
"3402","10349","Deal with Steven Foley MD","9024","2025-08-14 16:18:22.684198"
"3403","10351","Deal with William Fox","6933","2025-08-28 11:46:12.493485"
"3404","10354","Deal with Sara Wells","27056","2025-09-11 10:00:24.291127"
"3405","10356","Deal with Danielle Copeland","8968","2025-11-05 10:43:51.634380"
"3406","10361","Deal with Andrew Holden","20885","2025-08-20 23:34:01.369948"
"3407","10365","Deal with Rachel Ortega","44653","2025-10-15 21:38:53.433771"
"3408","10368","Deal with Kevin Nelson","49383","2025-07-04 11:30:25.875776"
"3409","10370","Deal with Megan Howe","11022","2025-07-04 11:30:25.898196"
"3410","10373","Deal with Ian Burton Jr.","31849","2025-07-15 11:30:25.755885"
"3411","10375","Deal with Eugene Bowen","26688","2025-07-03 11:30:25.288465"
"3412","10376","Deal with Natalie Kelly","32683","2025-07-19 11:30:25.201848"
"3413","10377","Deal with Tammy Cooper","49202","2025-07-12 11:30:25.265479"
"3414","10379","Deal with Sharon Stout","46098","2025-07-11 11:30:25.422336"
"3415","10384","Deal with Scott Knox","30331","2025-07-11 11:30:25.587349"
"3416","10386","Deal with Angela Sampson","21645","2025-07-02 11:30:25.758612"
"3417","10389","Deal with Brandon Pratt","9003","2025-07-18 11:30:25.467824"
"3418","10390","Deal with James Bell","49717","2025-07-02 11:30:25.829285"
"3419","10402","Deal with Mary Quinn","30515","2025-07-13 11:30:25.729690"
"3420","10411","Deal with Phyllis Williams","34118","2025-07-09 11:30:25.290349"
"3421","10413","Deal with Joshua Floyd","21696","2025-07-06 11:30:25.445208"
"3422","10414","Deal with Susan Macdonald","10505","2025-07-03 11:30:25.122181"
"3423","10417","Deal with Brenda White","5543","2025-08-16 22:09:14.252774"
"3424","10423","Deal with Brad Fritz","13015","2025-08-08 08:54:30.326899"
"3425","10426","Deal with Joseph Franklin","20606","2025-08-06 19:13:04.581608"
"3426","10427","Deal with Miss Samantha Morgan","36507","2025-08-26 14:52:31.536443"
"3427","10429","Deal with Diane Townsend","44961","2025-09-21 05:39:28.011079"
"3428","10435","Deal with Joel Jones","18933","2025-09-10 10:51:18.484816"
"3429","10436","Deal with Lisa Johnson","31151","2025-09-13 23:28:00.747065"
"3430","10439","Deal with Christopher Petersen","22590","2025-08-14 05:25:12.702544"
"3431","10440","Deal with Diane Barber","31217","2025-09-18 15:24:17.399903"
"3432","10444","Deal with Kathryn Donovan","49346","2025-09-03 07:18:08.329290"
"3433","10446","Deal with George Roberts","35987","2025-09-24 16:24:12.028076"
"3434","10449","Deal with Mrs. Nancy Payne","24659","2025-08-31 05:04:46.912264"
"3435","10450","Deal with Tammy Aguilar","35305","2025-09-17 13:43:42.514276"
"3436","10451","Deal with Thomas Lee","30121","2025-08-17 04:29:18.949043"
"3437","10453","Deal with Erin Cantrell","45737","2025-07-28 04:47:54.586768"
"3438","10458","Deal with Michelle Rice","36476","2025-08-22 00:02:38.286133"
"3439","10459","Deal with Diane Mckinney","41054","2025-06-29 13:23:28.143325"
"3440","10460","Deal with Richard Reeves","17884","2025-07-23 22:26:55.636153"
"3441","10466","Deal with Corey Santos","48638","2025-04-24 17:47:32.139473"
"3442","10467","Deal with Mrs. Angela Elliott","46998","2025-08-16 13:37:31.678561"
"3443","10469","Deal with Charles Johnson","7741","2025-05-13 07:04:10.286701"
"3444","10472","Deal with Brandon Henson","7066","2025-09-27 19:33:58.849392"
"3445","10478","Deal with Alejandro Holt","8160","2025-09-16 01:33:25.877874"
"3446","10479","Deal with Kimberly Kim","18250","2025-08-24 05:10:40.009106"
"3447","10480","Deal with Karen Ward","18106","2025-05-07 02:52:18.148388"
"3448","10482","Deal with Denise Hardy","6892","2025-05-14 07:28:28.740620"
"3449","10487","Deal with Pamela Woods MD","40918","2025-09-21 21:35:56.842866"
"3450","10488","Deal with Amy Manning","21590","2025-08-19 03:54:40.293332"
"3451","10493","Deal with Tara Walsh","16603","2025-03-01 08:54:18.040750"
"3452","10496","Deal with Jessica Meyer","20503","2025-02-22 23:38:17.145006"
"3453","10497","Deal with Tiffany Bruce","24042","2025-05-04 17:02:47.684035"
"3454","10499","Deal with Lori Hill","38116","2025-05-11 06:35:39.372357"
"3455","10503","Deal with Candice Carpenter","49226","2025-08-15 08:28:45.658506"
"3456","10508","Deal with Makayla Campbell","41919","2025-10-07 06:41:53.814402"
"3457","10510","Deal with Jordan Castaneda","42163","2025-09-24 06:40:07.795105"
"3458","10515","Deal with Aaron Hampton","27691","2025-10-07 12:44:30.277299"
"3459","10520","Deal with Robert Morris","11307","2025-09-18 16:54:48.264358"
"3460","10523","Deal with Jodi Brady","32815","2025-10-21 17:54:38.437470"
"3461","10528","Deal with Jessica Stevenson","10176","2025-10-13 13:40:33.280881"
"3462","10533","Deal with Natalie Galloway","41373","2025-09-11 02:30:26.350369"
"3463","10534","Deal with Brandon Myers","38723","2025-09-19 02:57:52.824330"
"3464","10536","Deal with Malik Zuniga","28145","2025-09-23 21:36:21.021029"
"3465","10537","Deal with James Mccullough","37085","2025-09-15 03:07:25.764944"
"3466","10542","Deal with Veronica Baker","47964","2025-10-23 07:10:34.967686"
"3467","10543","Deal with Richard Miller","6969","2025-10-27 06:54:57.093711"
"3468","10546","Deal with Andrew Dorsey","46584","2025-10-04 07:46:00.665485"
"3469","10547","Deal with Kimberly Montoya","34056","2025-10-21 23:21:51.562070"
"3470","10548","Deal with Nancy Leonard","21419","2025-09-19 06:48:28.542055"
"3471","10555","Deal with Michelle Sanchez","16691","2025-11-09 20:58:30.524377"
"3472","10560","Deal with Dennis Moore","48973","2025-05-31 11:54:41.342550"
"3473","10561","Deal with Ronald Lara","32432","2025-04-17 13:19:02.571915"
"3474","10562","Deal with Christina Kelly","37268","2025-05-03 14:06:40.818227"
"3475","10564","Deal with Sarah Russell","43463","2025-05-01 07:17:36.600820"
"3476","10566","Deal with Katherine Contreras","30920","2025-06-14 22:20:16.299300"
"3477","10568","Deal with Richard Wilson","38561","2025-04-17 10:36:42.509470"
"3478","10571","Deal with Thomas Herrera","23556","2025-05-01 11:24:37.436869"
"3479","10574","Deal with Deborah Hickman","47463","2025-04-04 13:07:39.235245"
"3480","10575","Deal with Timothy Morris","45702","2025-03-31 11:14:29.592459"
"3481","10589","Deal with Scott Garcia","46703","2025-05-14 16:06:19.326921"
"3482","10592","Deal with Donald Ford","19317","2025-04-28 07:17:30.414915"
"3483","10593","Deal with Cassandra Brooks","23684","2025-03-28 12:01:11.135923"
"3484","10595","Deal with Crystal Williams","9492","2025-05-04 02:53:43.682995"
"3485","10596","Deal with Melissa Hull","43451","2025-04-03 10:58:35.391334"
"3486","10600","Deal with Joan Anderson","28390","2025-06-01 06:32:21.361454"
"3487","10606","Deal with Heather Cohen","8143","2025-06-18 03:52:13.418308"
"3488","10608","Deal with Kathleen Rodriguez","17014","2025-05-08 05:00:35.965589"
"3489","10610","Deal with Robert Ortiz","44530","2025-05-18 12:23:33.952416"
"3490","10612","Deal with Joseph Young","33569","2025-03-23 04:14:46.197446"
"3491","10613","Deal with Marco Morgan","24132","2025-05-05 02:36:12.311781"
"3492","10622","Deal with Martin Mcdowell","35962","2025-10-25 16:55:40.267334"
"3493","10623","Deal with Shane Sutton PhD","17272","2025-07-03 19:59:18.806780"
"3494","10624","Deal with Rachel Nelson","45923","2025-06-14 23:32:09.036148"
"3495","10627","Deal with Frank Perkins","28764","2025-10-26 19:27:58.790537"
"3496","10629","Deal with Shannon Thomas","31079","2025-05-10 13:04:50.328298"
"3497","10630","Deal with Melissa Wood","19792","2025-07-24 20:13:51.007100"
"3498","10636","Deal with Dana Cowan","35630","2025-10-23 12:00:26.607029"
"3499","10637","Deal with James Bush","23860","2025-03-19 00:50:50.393154"
"3500","10638","Deal with Andre Padilla","29729","2025-07-04 03:07:33.867949"
"3501","10639","Deal with David Marshall","26063","2025-12-17 04:12:33.235539"
"3502","10644","Deal with Andres Anderson","27971","2025-08-19 17:00:32.072517"
"3503","10647","Deal with Julie Baxter","20229","2025-04-08 06:54:23.930518"
"3504","10650","Deal with Danny Ray","19178","2025-04-16 16:47:47.309032"
"3505","10660","Deal with Gregory Williams","47131","2025-10-10 08:45:44.597771"
"3506","10665","Deal with Lori Valdez","6062","2025-03-01 00:09:44.692095"
"3507","10666","Deal with Sally Black","29236","2025-04-13 22:09:01.855348"
"3508","10668","Deal with James Foster","14003","2025-03-09 15:15:47.203368"
"3509","10674","Deal with Laura Anderson","23454","2025-04-07 03:55:19.835775"
"3510","10679","Deal with Anthony Thompson","5300","2025-03-03 19:13:14.484872"
"3511","10687","Deal with Tonya Montes","13900","2025-02-25 06:10:00.544104"
